Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,21218,2022-05-16,-0.003009096,-0.004201584,0.000223112,21,100
Market-Adjusted Model,21219,2022-05-16,0.0294743205,0.0411654994,0.0327065283,21,100
Market-Adjusted Model,21220,2022-05-16,0.0137599717,0.0127942827,0.0169921794,21,100
Market-Adjusted Model,21221,2022-05-16,8.803669E-11,-0.001187965,0.0032322078,21,100
Market-Adjusted Model,21222,2022-05-16,-0.055646507,-0.038635412,-0.052414299,21,100
Market-Adjusted Model,21225,2022-05-16,-0.001146539,-0.000180879,0.0020856688,21,100
Market-Adjusted Model,21226,2022-05-16,-0.002044939,-0.003238241,0.0011872687,21,100
Market-Adjusted Model,21227,2022-05-16,-0.02531332,-0.014803668,-0.022081112,21,100
Market-Adjusted Model,21228,2022-05-16,-0.009316759,0.006985015,-0.006084551,21,100
Market-Adjusted Model,21229,2022-05-16,0.0010234672,-0.000128859,0.004255675,21,100
Market-Adjusted Model,21230,2022-05-16,-0.098360643,-0.084448167,-0.095128435,21,100
Market-Adjusted Model,21233,2022-05-16,-0.275362316,-0.297559053,-0.272130108,21,100
Market-Adjusted Model,21234,2022-05-16,0.0249759408,0.0270072298,0.0282081485,21,100
Market-Adjusted Model,21235,2022-05-16,0.0051710841,0.0078718112,0.0084032919,21,100
Market-Adjusted Model,21236,2022-05-16,0.0213516415,0.0221349263,0.0245838492,21,100
Market-Adjusted Model,21237,2022-05-16,-0.179736815,-0.171316955,-0.176504607,21,100
Market-Adjusted Model,21238,2022-05-16,-0.012498364,-0.009439476,-0.009266156,21,100
Market-Adjusted Model,21239,2022-05-16,-0.036066402,-0.030328777,-0.032834194,21,100
Market-Adjusted Model,21240,2022-05-16,0.0326586697,0.0336211715,0.0358908775,21,100
Market-Adjusted Model,21241,2022-05-16,-0.043166976,-0.038625734,-0.039934768,21,100
Market-Adjusted Model,21242,2022-05-16,-0.064275423,-0.051906676,-0.061043215,21,100
Market-Adjusted Model,21243,2022-05-16,0.0429303138,0.0429626864,0.0461625215,21,100
Market-Adjusted Model,21244,2022-05-16,0.0164608435,0.0187320091,0.0196930513,21,100
Market-Adjusted Model,21245,2022-05-16,-0.02858276,-0.028720329,-0.025350552,21,100
Market-Adjusted Model,21246,2022-05-16,-0.002661412,0.0008138898,0.000570796,21,100
Market-Adjusted Model,21247,2022-05-16,-0.049559455,-0.043286,-0.046327247,21,100
Market-Adjusted Model,21248,2022-05-16,0.022180733,0.0226001331,0.0254129407,21,100
Market-Adjusted Model,21249,2022-05-16,-0.215686225,-0.208654754,-0.212454017,21,100
Market-Adjusted Model,21250,2022-05-16,0.005281416,0.0064821261,0.0085136237,21,100
Market-Adjusted Model,21251,2022-05-16,0.0148663352,0.0155739263,0.0180985429,21,100
Market-Adjusted Model,21252,2022-05-16,0.0101347955,0.0116237834,0.0133670033,21,100
Market-Adjusted Model,21253,2022-05-16,-0.003547881,-0.004740089,-0.000315674,21,100
Market-Adjusted Model,21254,2022-05-16,-0.003058174,-0.004227868,0.0001740338,21,100
Market-Adjusted Model,21255,2022-05-16,-0.005091572,-0.006292629,-0.001859365,21,100
Market-Adjusted Model,21256,2022-05-16,-0.003058174,-0.004254071,0.0001740341,21,100
Market-Adjusted Model,21257,2022-05-16,0.1714285774,0.1721387183,0.1746607852,21,100
Market-Adjusted Model,21259,2022-05-16,-0.037052937,-0.034005861,-0.03382073,21,100
Market-Adjusted Model,21260,2022-05-16,0.0030241667,0.0018256856,0.0062563745,21,100
Market-Adjusted Model,21261,2022-05-16,-0.295185464,-0.3196944,-0.291953256,21,100
Market-Adjusted Model,21262,2022-05-16,-0.269953129,-0.257904809,-0.266720921,21,100
Market-Adjusted Model,21263,2022-05-16,-0.205379004,-0.200433026,-0.202146796,21,100
Market-Adjusted Model,21264,2022-05-16,0.0009751565,-0.00022441,0.0042073642,21,100
Market-Adjusted Model,21265,2022-05-16,-0.001007072,-0.002197825,0.0022251356,21,100
Market-Adjusted Model,21267,2022-05-16,-0.00051188,-0.001682029,0.0027203276,21,100
Market-Adjusted Model,21268,2022-05-16,-0.175862059,-0.167178869,-0.172629851,21,100
Market-Adjusted Model,21269,2022-05-16,-0.272237187,-0.282829529,-0.269004979,21,100
Market-Adjusted Model,21270,2022-05-16,-0.003059734,-0.004257484,0.0001724742,21,100
Market-Adjusted Model,21271,2022-05-16,-0.101258265,-0.097873163,-0.098026057,21,100
Market-Adjusted Model,21272,2022-05-16,0.3614865365,0.3231755801,0.3647187443,21,100
Market-Adjusted Model,21273,2022-05-16,-0.001021377,-0.002201922,0.0022108311,21,100
Market-Adjusted Model,21276,2022-05-16,-0.000990121,-0.002195443,0.0022420863,21,100
Market-Adjusted Model,21277,2022-05-16,0.0712909144,0.1283764317,0.0745231221,21,100
Market-Adjusted Model,21278,2022-05-16,-0.483944966,-0.620864955,-0.480712758,21,100
Market-Adjusted Model,21279,2022-05-16,-0.001021377,-0.002216237,0.0022108311,21,100
Market-Adjusted Model,21280,2022-05-16,-0.718209856,-0.975620273,-0.714977648,21,100
Market-Adjusted Model,21281,2022-05-16,0.1120689562,0.1321450564,0.1153011639,21,100
Market-Adjusted Model,21284,2022-05-16,-0.008633828,-0.009766246,-0.00540162,21,100
Market-Adjusted Model,21285,2022-05-16,0.1142856943,0.2388508002,0.117517902,21,100
Market-Adjusted Model,21286,2022-05-16,0.0040404001,0.0029361379,0.0072726079,21,100
Market-Adjusted Model,21287,2022-05-16,-0.002548478,-0.0037357,0.0006837294,21,100
Market-Adjusted Model,21288,2022-05-16,-0.282674788,-0.300896427,-0.27944258,21,100
Market-Adjusted Model,21289,2022-05-16,-0.333333337,-0.365696782,-0.330101129,21,100
Market-Adjusted Model,21292,2022-05-16,-0.002044939,-0.003242594,0.0011872686,21,100
Market-Adjusted Model,21293,2022-05-16,-0.005091572,-0.006292831,-0.001859365,21,100
Market-Adjusted Model,21294,2022-05-16,0.049335773,0.0513836322,0.0525679808,21,100
Market-Adjusted Model,21295,2022-05-16,-0.001019911,-0.002208814,0.0022122965,21,100
Market-Adjusted Model,21296,2022-05-16,-0.000513261,-0.001659884,0.0027189468,21,100
Market-Adjusted Model,21297,2022-05-16,-0.017430811,-0.005422069,-0.014198603,21,100
Market-Adjusted Model,21298,2022-05-16,-0.001531331,-0.002683202,0.0017008767,21,100
Market-Adjusted Model,21299,2022-05-16,-0.004075667,-0.005276442,-0.000843459,21,100
Market-Adjusted Model,21300,2022-05-16,-0.037418112,-0.037548231,-0.034185904,21,100
Market-Adjusted Model,21301,2022-05-16,-0.145075428,-0.085777406,-0.14184322,21,100
Market-Adjusted Model,21302,2022-05-16,-0.000511259,-0.001682772,0.0027209487,21,100
Market-Adjusted Model,21305,2022-05-16,-0.002040766,-0.003211986,0.0011914419,21,100
Market-Adjusted Model,21306,2022-05-16,-0.00204285,-0.003239676,0.0011893573,21,100
Market-Adjusted Model,21307,2022-05-16,-0.000510901,-0.001696823,0.0027213072,21,100
Market-Adjusted Model,21308,2022-05-16,-0.077519317,-0.058248689,-0.074287109,21,100
Market-Adjusted Model,21309,2022-05-16,-0.174603195,-0.170899295,-0.171370987,21,100
Market-Adjusted Model,21310,2022-05-16,-0.001021996,-0.002218851,0.0022102121,21,100
Market-Adjusted Model,21313,2022-05-16,-0.004089976,-0.005126803,-0.000857768,21,100
Market-Adjusted Model,21314,2022-05-16,-0.002038783,-0.003220047,0.0011934247,21,100
Market-Adjusted Model,21315,2022-05-16,-0.004077468,-0.005262958,-0.00084526,21,100
Market-Adjusted Model,21316,2022-05-16,-0.002040766,-0.003230376,0.001191442,21,100
Market-Adjusted Model,21318,2022-05-16,-0.003058077,-0.004248007,0.0001741311,21,100
Market-Adjusted Model,21319,2022-05-16,1.136702E-10,-0.00120346,0.0032322079,21,100
Market-Adjusted Model,21320,2022-05-16,-0.001528211,-0.002682787,0.0017039967,21,100
Market-Adjusted Model,21321,2022-05-16,-0.231147509,-0.204326586,-0.227915301,21,100
Market-Adjusted Model,21322,2022-05-16,0.4805194971,0.4739419058,0.4837517048,21,100
Market-Adjusted Model,21323,2022-05-16,0.0672557749,0.0898135187,0.0704879826,21,100
Market-Adjusted Model,21324,2022-05-16,0.1601123958,0.2022069687,0.1633446036,21,100
Market-Adjusted Model,21325,2022-05-16,-0.009937338,0.0461794416,-0.00670513,21,100
Market-Adjusted Model,21326,2022-05-16,-0.002040766,-0.003234267,0.0011914418,21,100
Market-Adjusted Model,21327,2022-05-16,-0.002044939,-0.003237605,0.0011872685,21,100
Market-Adjusted Model,21328,2022-05-16,0.0555555592,0.0629102661,0.058787767,21,100
Market-Adjusted Model,21329,2022-05-16,-0.047088284,-0.041570743,-0.043856076,21,100
Market-Adjusted Model,21330,2022-05-16,-0.00611625,-0.007315936,-0.002884043,21,100
Market-Adjusted Model,21331,2022-05-16,-0.258215978,-0.249906429,-0.25498377,21,100
Market-Adjusted Model,21332,2022-05-16,0.000511259,-0.000670532,0.0037434668,21,100
Market-Adjusted Model,21333,2022-05-16,-0.020402108,-0.01588594,-0.0171699,21,100
Market-Adjusted Model,21334,2022-05-16,-0.004073316,-0.005277296,-0.000841108,21,100
Market-Adjusted Model,21335,2022-05-16,-0.308687593,-0.340559116,-0.305455385,21,100
Market-Adjusted Model,21336,2022-05-16,0.2195467038,0.290927956,0.2227789116,21,100
Market-Adjusted Model,21337,2022-05-16,-0.00254968,-0.003728227,0.0006825273,21,100
Market-Adjusted Model,21340,2022-05-16,-2.29007E-10,-0.001174685,0.0032322075,21,100
Market-Adjusted Model,21341,2022-05-16,-0.058394172,-0.006434487,-0.055161964,21,100
Market-Adjusted Model,21342,2022-05-16,-0.273000003,-0.271751233,-0.269767795,21,100
Market-Adjusted Model,21343,2022-05-16,-0.006060552,-0.007215336,-0.002828345,21,100
Market-Adjusted Model,21344,2022-05-16,0.0249999725,0.0399379438,0.0282321803,21,100
Market-Adjusted Model,21345,2022-05-16,0.1258064725,0.1748790249,0.1290386803,21,100
Market-Adjusted Model,21348,2022-05-16,0.1004430944,0.1286447949,0.1036753022,21,100
Market-Adjusted Model,21349,2022-05-16,-0.265927998,-0.254686242,-0.262695791,21,100
Market-Adjusted Model,21350,2022-05-16,-0.149186557,-0.117899861,-0.14595435,21,100
Market-Adjusted Model,21351,2022-05-16,-0.192982497,-0.187654423,-0.189750289,21,100
Market-Adjusted Model,21352,2022-05-16,-0.15898618,-0.166372205,-0.155753972,21,100
Market-Adjusted Model,21353,2022-05-16,-0.072527456,-0.052780389,-0.069295248,21,100
Market-Adjusted Model,21356,2022-05-16,0.0809302015,0.0830436787,0.0841624093,21,100
Market-Adjusted Model,21357,2022-05-16,-0.122397729,-0.094618632,-0.119165521,21,100
Market-Adjusted Model,21358,2022-05-16,-0.323623571,-0.314457773,-0.320391363,21,100
Market-Adjusted Model,21359,2022-05-16,-0.156944401,-0.159702739,-0.153712193,21,100
Market-Adjusted Model,21360,2022-05-16,0.0563380606,0.0993537443,0.0595702683,21,100
Market-Adjusted Model,21361,2022-05-16,0.1703469905,0.1799482125,0.1735791983,21,100
Market-Adjusted Model,21364,2022-05-16,0.0000488892,0.0041695064,0.003281097,21,100
Market-Adjusted Model,21365,2022-05-16,0.0314960937,0.0524383486,0.0347283015,21,100
Market-Adjusted Model,21366,2022-05-16,-0.0176191,-0.008334852,-0.014386893,21,100
Market-Adjusted Model,21367,2022-05-16,-0.021399128,-0.014917339,-0.018166921,21,100
Market-Adjusted Model,21368,2022-05-16,0.2083332374,0.2260990235,0.2115654452,21,100
Market-Adjusted Model,21369,2022-05-16,-0.055555508,0.0190039979,-0.0523233,21,100
Market-Adjusted Model,21371,2022-05-16,-0.029801886,-0.028543909,-0.026569678,21,100
Market-Adjusted Model,21372,2022-05-16,-0.097961856,-0.055658335,-0.094729648,21,100
Market-Adjusted Model,21373,2022-05-16,0.2180745762,0.2187337163,0.221306784,21,100
Market-Adjusted Model,21374,2022-05-16,0.0372340667,0.0772236878,0.0404662745,21,100
Market-Adjusted Model,21375,2022-05-16,0.0020202058,0.0048556132,0.0052524136,21,100
Market-Adjusted Model,21376,2022-05-16,0.0183115063,0.0210629556,0.0215437141,21,100
Market-Adjusted Model,21377,2022-05-16,0.0352161202,0.0373438945,0.038448328,21,100
Market-Adjusted Model,21378,2022-05-16,0.009437664,0.0119597337,0.0126698718,21,100
Market-Adjusted Model,21379,2022-05-16,-0.152542365,-0.099474824,-0.149310157,21,100
Market-Adjusted Model,21380,2022-05-16,-0.163239805,-0.14123108,-0.160007597,21,100
Market-Adjusted Model,21381,2022-05-16,0.079935094,0.0950616774,0.0831673017,21,100
Market-Adjusted Model,21382,2022-05-16,-0.082347365,-0.076591793,-0.079115157,21,100
Market-Adjusted Model,21383,2022-05-16,-0.146739118,-0.118391517,-0.14350691,21,100
Market-Adjusted Model,21384,2022-05-16,0.1221365217,0.1502554707,0.1253687294,21,100
Market-Adjusted Model,21385,2022-05-16,-0.223774202,-0.207691478,-0.220541994,21,100
Market-Adjusted Model,21386,2022-05-16,-0.10932334,-0.106204128,-0.106091132,21,100
Market-Adjusted Model,21387,2022-05-16,-0.001872274,0.0009247106,0.0013599335,21,100
Market-Adjusted Model,21388,2022-05-16,-0.140874382,-0.133903716,-0.137642174,21,100
Market-Adjusted Model,21391,2022-05-16,-0.042208806,-0.042177666,-0.038976598,21,100
Market-Adjusted Model,21392,2022-05-16,-0.000058042,-0.000822354,0.0031741654,21,100
Market-Adjusted Model,21393,2022-05-16,-0.002204486,0.0007156111,0.0010277218,21,100
Market-Adjusted Model,21394,2022-05-16,0.0003454379,0.0033695882,0.0035776456,21,100
Market-Adjusted Model,21395,2022-05-16,0.010168814,0.0131404599,0.0134010218,21,100
Market-Adjusted Model,21396,2022-05-16,0.0067482289,0.0083179322,0.0099804367,21,100
Market-Adjusted Model,21399,2022-05-16,0.0146619063,0.0211965527,0.017894114,21,100
Market-Adjusted Model,21400,2022-05-16,0.022980672,0.0230239888,0.0262128797,21,100
Market-Adjusted Model,21401,2022-05-16,0.1492536641,0.1950247566,0.1524858718,21,100
Market-Adjusted Model,21402,2022-05-16,0.0021728707,0.0011177242,0.0054050785,21,100
Market-Adjusted Model,21403,2022-05-16,0.0258616166,0.0278728249,0.0290938243,21,100
Market-Adjusted Model,21404,2022-05-16,0.0100531179,0.0129028009,0.0132853257,21,100
Market-Adjusted Model,21405,2022-05-16,0.0083185241,0.010537252,0.0115507318,21,100
Market-Adjusted Model,21406,2022-05-16,-0.017543934,-0.012962028,-0.014311726,21,100
Market-Adjusted Model,21407,2022-05-16,0.0107198855,0.0100019198,0.0139520933,21,100
Market-Adjusted Model,21408,2022-05-16,-0.032700368,-0.033615719,-0.02946816,21,100
Market-Adjusted Model,21409,2022-05-16,0.1712473472,0.1826332099,0.1744795549,21,100
Market-Adjusted Model,21410,2022-05-16,-0.069267568,-0.068956247,-0.066035361,21,100
Market-Adjusted Model,21411,2022-05-16,0.0218638675,0.0321306168,0.0250960752,21,100
Market-Adjusted Model,21412,2022-05-16,0.031249959,0.0764139489,0.0344821668,21,100
Market-Adjusted Model,21413,2022-05-16,-0.056249993,-0.045098075,-0.053017785,21,100
Market-Adjusted Model,21414,2022-05-16,-0.006443811,-0.007158385,-0.003211604,21,100
Market-Adjusted Model,21415,2022-05-16,-0.284941364,-0.264863592,-0.281709156,21,100
Market-Adjusted Model,21416,2022-05-16,0.0953271427,0.1094626651,0.0985593505,21,100
Market-Adjusted Model,21417,2022-05-16,-0.091703067,-0.075930655,-0.088470859,21,100
Market-Adjusted Model,21420,2022-05-16,0.0140384575,0.0154427458,0.0172706653,21,100
Market-Adjusted Model,21421,2022-05-16,-0.000351774,0.0024879952,0.0028804341,21,100
Market-Adjusted Model,21422,2022-05-16,-0.009277926,-0.010471254,-0.006045718,21,100
Market-Adjusted Model,21423,2022-05-16,0.0130333494,0.0118282582,0.0162655571,21,100
Market-Adjusted Model,21424,2022-05-16,-0.025061915,-0.025146076,-0.021829707,21,100
Market-Adjusted Model,21425,2022-05-16,-0.015539015,-0.010054792,-0.012306808,21,100
Market-Adjusted Model,21428,2022-05-16,-0.276352937,-0.29487995,-0.273120729,21,100
Market-Adjusted Model,21429,2022-05-16,0.0133572981,0.0208164127,0.0165895058,21,100
Market-Adjusted Model,21430,2022-05-16,0.1362354686,0.1414665157,0.1394676764,21,100
Market-Adjusted Model,21431,2022-05-16,-0.24543076,-0.236931889,-0.242198552,21,100
Market-Adjusted Model,21512,2022-05-16,-0.278820365,-0.285212037,-0.275588157,21,100
Market-Adjusted Model,21513,2022-05-16,-0.076960752,-0.055475373,-0.073728545,21,100
Market-Adjusted Model,21516,2022-05-16,-0.072261046,-0.038651771,-0.069028838,21,100
Market-Adjusted Model,21517,2022-05-16,-0.154605282,-0.102932091,-0.151373074,21,100
Market-Adjusted Model,21518,2022-05-16,-0.047058848,-0.014345071,-0.043826641,21,100
Market-Adjusted Model,21519,2022-05-16,-0.302083367,-0.298135426,-0.298851159,21,100
Market-Adjusted Model,21520,2022-05-16,-0.162790648,-0.117568442,-0.159558441,21,100
Market-Adjusted Model,21521,2022-05-16,-0.001025665,-0.002130492,0.0022065431,21,100
Market-Adjusted Model,21524,2022-05-16,-0.003130393,-0.004305435,0.0001018143,21,100
Market-Adjusted Model,21525,2022-05-16,-0.140671544,-0.104068868,-0.137439336,21,100
Market-Adjusted Model,21526,2022-05-16,0.2427184526,0.2932901437,0.2459506604,21,100
Market-Adjusted Model,21527,2022-05-16,-0.003210269,0.0160364554,0.0000219389,21,100
Market-Adjusted Model,21528,2022-05-16,-0.155555563,-0.094680662,-0.152323355,21,100
Market-Adjusted Model,21529,2022-05-16,-0.244708984,-0.260164251,-0.241476776,21,100
Market-Adjusted Model,21532,2022-05-16,0.0009794546,-0.000220493,0.0042116623,21,100
Market-Adjusted Model,21533,2022-05-16,0.2717247434,0.3119336715,0.2749569511,21,100
Market-Adjusted Model,21534,2022-05-16,-0.001174139,-0.002339311,0.0020580685,21,100
Market-Adjusted Model,21535,2022-05-16,-0.004115222,-0.005317973,-0.000883015,21,100
Market-Adjusted Model,21536,2022-05-16,0.0020242411,0.0008565404,0.0052564488,21,100
Market-Adjusted Model,21537,2022-05-16,-0.005138668,-0.006340201,-0.00190646,21,100
Market-Adjusted Model,21538,2022-05-16,0.0756756696,0.119508037,0.0789078774,21,100
Market-Adjusted Model,21539,2022-05-16,-0.26384365,-0.182140926,-0.260611442,21,100
Market-Adjusted Model,21540,2022-05-16,-0.060975624,0.0077302355,-0.057743416,21,100
Market-Adjusted Model,21541,2022-05-16,-0.288925959,-0.316542437,-0.285693751,21,100
Market-Adjusted Model,21542,2022-05-16,-0.311813167,-0.322462102,-0.308580959,21,100
Market-Adjusted Model,21543,2022-05-16,-0.289908246,-0.293101054,-0.286676038,21,100
Market-Adjusted Model,21544,2022-05-16,-0.389917367,-0.442594275,-0.386685159,21,100
Market-Adjusted Model,21545,2022-05-16,-0.00308322,-0.00426078,0.0001489874,21,100
Market-Adjusted Model,21546,2022-05-16,-0.079005939,-0.031614737,-0.075773732,21,100
Market-Adjusted Model,21547,2022-05-16,-0.415422911,-0.464213295,-0.412190703,21,100
Market-Adjusted Model,21551,2022-05-16,0.2817552552,0.2647918368,0.2849874629,21,100
Market-Adjusted Model,21552,2022-05-16,-0.214689265,-0.14664746,-0.211457057,21,100
Market-Adjusted Model,21553,2022-05-16,-0.28370786,-0.274670983,-0.280475653,21,100
Market-Adjusted Model,21554,2022-05-16,0.0313293746,0.0519529096,0.0345615824,21,100
Market-Adjusted Model,21555,2022-05-16,-0.012169291,-0.006792988,-0.008937083,21,100
Market-Adjusted Model,21556,2022-05-16,0.1144927355,0.1677790791,0.1177249433,21,100
Market-Adjusted Model,21559,2022-05-16,-0.202886979,-0.193927246,-0.199654772,21,100
Market-Adjusted Model,21560,2022-05-16,-0.277038341,-0.272378053,-0.273806133,21,100
Market-Adjusted Model,21561,2022-05-16,-0.007035145,-0.008245461,-0.003802937,21,100
Market-Adjusted Model,21562,2022-05-16,-0.05956114,-0.03097878,-0.056328932,21,100
Market-Adjusted Model,21563,2022-05-16,0.1310975655,0.1470658131,0.1343297733,21,100
Market-Adjusted Model,21564,2022-05-16,-0.087108006,-0.061633848,-0.083875798,21,100
Market-Adjusted Model,21567,2022-05-16,0.0029557329,0.0017517696,0.0061879406,21,100
Market-Adjusted Model,21568,2022-05-16,-0.001881952,-0.00303783,0.0013502555,21,100
Market-Adjusted Model,21569,2022-05-16,-0.685658886,-1.05257489,-0.682426678,21,100
Market-Adjusted Model,21570,2022-05-16,0.0954120335,0.1013393187,0.0986442413,21,100
Market-Adjusted Model,21571,2022-05-16,-0.122565645,-0.078689308,-0.119333437,21,100
Market-Adjusted Model,21572,2022-05-16,-0.055900656,-0.030656333,-0.052668448,21,100
Market-Adjusted Model,21573,2022-05-16,0.0568348487,0.0563666523,0.0600670565,21,100
Market-Adjusted Model,21575,2022-05-16,-9.30308E-11,-0.001200803,0.0032322077,21,100
Market-Adjusted Model,21576,2022-05-16,0.1985647053,0.2414709552,0.2017969131,21,100
Market-Adjusted Model,21577,2022-05-16,-0.243749987,-0.247437274,-0.240517779,21,100
Market-Adjusted Model,21578,2022-05-16,-0.219895267,-0.225963015,-0.216663059,21,100
Market-Adjusted Model,21579,2022-05-16,-0.116914885,-0.069355463,-0.113682678,21,100
Market-Adjusted Model,21580,2022-05-16,0.2165725376,0.2584098041,0.2198047453,21,100
Market-Adjusted Model,21583,2022-05-16,0.0604347563,0.0682916023,0.063666964,21,100
Market-Adjusted Model,21584,2022-05-16,-0.248259838,-0.245481969,-0.24502763,21,100
Market-Adjusted Model,21585,2022-05-16,-0.00611625,-0.007300602,-0.002884043,21,100
Market-Adjusted Model,21586,2022-05-16,-0.318788926,-0.298790729,-0.315556719,21,100
Market-Adjusted Model,21587,2022-05-16,0.0369099022,0.0511718042,0.04014211,21,100
Market-Adjusted Model,21588,2022-05-16,-0.47058824,-0.552302956,-0.467356032,21,100
Market-Adjusted Model,21589,2022-05-16,0.0160857825,0.0590459163,0.0193179903,21,100
Market-Adjusted Model,21590,2022-05-16,-0.007653041,-0.008839667,-0.004420834,21,100
Market-Adjusted Model,21591,2022-05-16,-0.025271951,-0.018722172,-0.022039743,21,100
Market-Adjusted Model,21592,2022-05-16,-0.380592298,-0.368889045,-0.37736009,21,100
Market-Adjusted Model,21593,2022-05-16,0.0362583344,0.0675509669,0.0394905421,21,100
Market-Adjusted Model,21594,2022-05-16,0.1159638524,0.1209836285,0.1191960602,21,100
Market-Adjusted Model,21595,2022-05-16,-0.065326599,-0.045443013,-0.062094391,21,100
Market-Adjusted Model,21596,2022-05-16,9.8028123E-9,0.0115571226,0.0032322176,21,100
Market-Adjusted Model,21597,2022-05-16,-0.000874101,0.0048346993,0.0023581069,21,100
Market-Adjusted Model,21598,2022-05-16,0.0282214473,0.0349716544,0.0314536551,21,100
Market-Adjusted Model,21599,2022-05-16,-0.255494509,-0.264132026,-0.252262301,21,100
Market-Adjusted Model,21600,2022-05-16,-0.004466041,0.0153194022,-0.001233833,21,100
Market-Adjusted Model,21601,2022-05-16,-0.188863534,-0.15827489,-0.185631326,21,100
Market-Adjusted Model,21604,2022-05-16,-0.382402677,-0.439164351,-0.379170469,21,100
Market-Adjusted Model,21605,2022-05-16,0.0156798588,0.0252318769,0.0189120666,21,100
Market-Adjusted Model,21606,2022-05-16,0.0275132571,0.0633218842,0.0307454649,21,100
Market-Adjusted Model,21607,2022-05-16,-0.006734005,0.0056393057,-0.003501797,21,100
Market-Adjusted Model,21608,2022-05-16,-0.083122122,-0.074492107,-0.079889915,21,100
Market-Adjusted Model,21609,2022-05-16,-0.125424453,-0.118606484,-0.122192245,21,100
Market-Adjusted Model,21612,2022-05-16,-0.155217988,-0.154577004,-0.15198578,21,100
Market-Adjusted Model,21613,2022-05-16,0.1040247841,0.1186217532,0.1072569919,21,100
Market-Adjusted Model,21614,2022-05-16,-0.033075074,0.0430955925,-0.029842866,21,100
Market-Adjusted Model,21615,2022-05-16,0.0170411469,0.0188658099,0.0202733546,21,100
Market-Adjusted Model,21616,2022-05-16,-0.038910978,-0.031452604,-0.03567877,21,100
Market-Adjusted Model,21617,2022-05-16,-0.050058247,-0.036036168,-0.046826039,21,100
Market-Adjusted Model,21618,2022-05-16,-0.210293343,-0.20462343,-0.207061136,21,100
Market-Adjusted Model,21619,2022-05-16,-0.008213545,-0.009419074,-0.004981337,21,100
Market-Adjusted Model,21620,2022-05-16,-0.029226973,-0.024155495,-0.025994766,21,100
Market-Adjusted Model,21621,2022-05-16,-0.004064095,-0.005182718,-0.000831888,21,100
Market-Adjusted Model,21622,2022-05-16,0.0031603462,0.0024055668,0.006392554,21,100
Market-Adjusted Model,21623,2022-05-16,-0.028725727,-0.014516779,-0.025493519,21,100
Market-Adjusted Model,21624,2022-05-16,-0.215777216,-0.188548472,-0.212545008,21,100
Market-Adjusted Model,21625,2022-05-16,-0.000513788,-0.001700133,0.0027184194,21,100
Market-Adjusted Model,21626,2022-05-16,0.1003360933,0.1294455208,0.103568301,21,100
Market-Adjusted Model,21627,2022-05-16,-0.049926808,-0.035654776,-0.0466946,21,100
Market-Adjusted Model,21628,2022-05-16,-0.00308322,-0.004276816,0.0001489873,21,100
Market-Adjusted Model,21631,2022-05-16,-0.006015784,-0.00549345,-0.002783576,21,100
Market-Adjusted Model,21633,2022-05-16,0.0116430594,0.0128841119,0.0148752672,21,100
Market-Adjusted Model,21634,2022-05-16,-0.236486506,-0.231832241,-0.233254298,21,100
Market-Adjusted Model,21635,2022-05-16,-0.023517997,-0.024512837,-0.02028579,21,100
Market-Adjusted Model,21636,2022-05-16,0.0047436731,0.0036762802,0.0079758809,21,100
Market-Adjusted Model,21639,2022-05-16,-0.009319611,-0.010301022,-0.006087403,21,100
Market-Adjusted Model,21640,2022-05-16,0.0071174231,0.0067602297,0.0103496308,21,100
Market-Adjusted Model,21641,2022-05-16,-0.276450489,-0.290162584,-0.273218281,21,100
Market-Adjusted Model,21642,2022-05-16,0.0014175635,0.0006994897,0.0046497713,21,100
Market-Adjusted Model,21643,2022-05-16,0.0245208073,0.0278475405,0.0277530151,21,100
Market-Adjusted Model,21644,2022-05-16,-0.004094259,-0.00171607,-0.000862051,21,100
Market-Adjusted Model,21647,2022-05-16,0.0104416352,0.0094286491,0.0136738429,21,100
Market-Adjusted Model,21648,2022-05-16,-0.013812158,-0.004912004,-0.01057995,21,100
Market-Adjusted Model,21649,2022-05-16,-0.00722023,-0.003143556,-0.003988022,21,100
Market-Adjusted Model,21650,2022-05-16,-0.009045343,-0.00415017,-0.005813136,21,100
Market-Adjusted Model,21651,2022-05-16,0.0086139107,0.0074939778,0.0118461184,21,100
Market-Adjusted Model,21652,2022-05-16,-0.023076356,-0.015907714,-0.019844149,21,100
Market-Adjusted Model,21655,2022-05-16,0.0021814392,0.002635196,0.005413647,21,100
Market-Adjusted Model,21656,2022-05-16,0.0090689177,0.008272361,0.0123011255,21,100
Market-Adjusted Model,21657,2022-05-16,0.018644344,0.0196565184,0.0218765518,21,100
Market-Adjusted Model,21658,2022-05-16,0.0042409919,0.0067770519,0.0074731996,21,100
Market-Adjusted Model,21659,2022-05-16,-0.147157489,-0.127359457,-0.143925281,21,100
Market-Adjusted Model,21660,2022-05-16,0.005080591,0.0064744797,0.0083127987,21,100
Market-Adjusted Model,21663,2022-05-16,0.1869159699,0.2207439881,0.1901481776,21,100
Market-Adjusted Model,21664,2022-05-16,-0.02521017,0.025779907,-0.021977962,21,100
Market-Adjusted Model,21665,2022-05-16,-0.00409426,-0.005196911,-0.000862052,21,100
Market-Adjusted Model,21666,2022-05-16,0.0016226988,0.0030102586,0.0048549065,21,100
